description,edibility_binary
"Peziza repanda Pers. Gew�lbter Becherling P�zize sinu�e, Palamino Cup. Cup 3�12cm across, cup-shaped at first, expanding and becoming wavy and the margin toothed, sessile, inner surface pale ochraceous brown to chestnut, outer ochraceous cream and slightly scurfy. Asci 300�13m, blued at the tip by iodine. Spores elliptical, smooth,15�16 x 9�10um. Habitat in leaves around stumps, large forms on sawdust. Season spring to autumn. Occasional. Not edible. Distribution, America and Europe. The specimens on a wall were photographed by Harry Tweddell.",poisonous
"Peziza succosa Berk. Cup 2-5cm across, cup-shaped expanding to shallowly cup shaped or even somewhat disc-like, sometimes with a somewhat lobed margin; inner surface gray-brown with a slight olivaceous tint, outer surface whitish, grayish, or yellowish. No stem. Flesh thin; whitish yielding yellow juice that makes yellow stains on the edges of the cup and flesh. Asci 350 x 18�. Spores ellipsoid, warty and ridged, containing 2 large oil drops, 17-22 x 9-12�. Habitat on damp soil in woods. Quite frequent. Found in northeastern North America, west to Wisconsin. Season June-August. Not edible.",poisonous
"Phaeocollvbia kauffmanii Smith Cap 8-25cm across, obtusely conic expanding to broadly umbonate or nearly flat, with an inrolled margin that never fully expands; orangy brown or rusty red fading to reddish orange; smooth, very slimy becoming merely sticky, subhygrophanous. Gills free or slightly adnexed, crowded, narrow becoming broad; dirty cream becoming dirty orangish brown. Stem 20-40 x 15-35mm, stuffed, tapering downward to a long root-like base; flesh-pink above, rusty, purplish brown below, becoming darker in age; smooth with a thick, cartilaginous rind. Flesh thick, firm, with a cartilaginous rind near the surface, moist; red-brown. Odor mealy when flesh is crushed. Taste slightly mealy. Spores ellipsoid, almond-shaped, roughened, 8-8.5 x 5-5.5�. Deposit rusty brown. Habitat scattered or in groups under conifers. Found in the Pacific Northwest. Season August-October. Not edible. Comment This is a remarkable mushroom because of its large size and the depth to which the stem may extend.",poisonous
"Phaeocollybia christinae (Fr.) Heim syn. Phaeocollybia lateraria Smith Cap 1-5cm across, sharply to bluntly conical with a pointed umbo; bright orange-red to cinnamon-foxy; moist, somewhat sticky, shining. Gills slightly adnexed, crowded, narrow; light to dark rust-yellow. Stem 40-120 x 3-6mm, long, slender, rooting; pale reddish yellow at the top, darker wine-brown toward the base; cartilaginous, smooth. Flesh firm, brittle; same color as cap. Odor strong, plantlike. Taste rather tart. Spores almond-shaped, roughened, 8.7-9.8 x 4.7-5.3�. Deposit rust-brown. Cheilocystidia club-shaped. Habitat on poor soil in wet conifer woods. Found in Maine and reported from the Pacific Northwest. Season August-November. Not edible. Comment The material photographed was found in Maine. The material found in the Pacific Northwest is quoted as having much smaller spores, 5-6 x 3.5-3.8�, making it very different from the European species described by European authors.",poisonous
"Sarcoscypha coccinea (Fr.) Lamb syn. Peziza coccinea Fr. Scharlachroter Kelchbecherling Piros cs�szegomba. Cup 1�5cm across, cup-shaped, the margin becoming tattered as it expands, attached to substrate by a short stalk, inner surface bright scarlet, outer whitish and covered in white matted tufted hairs. Asci 400 x 16�, not blued by iodine. Spores cylindric-ellipsoid containing several small oil droplets, 24�32 x 12�14�. Habitat gregarious, on dead wood. Season early winter to early spring. Frequent especially in the West. Edible. Distribution, America and Europe.",edible
"Sarcoscypha occidentalis (Schw.) Sacc. Cup 0.5-1.5cm across, shallow cup-shaped: inner surface scarlet, outer surface whitish and smooth, though color on inner, surface may show through. Stem 10-30 X 2mm, cylindrical; white. Spores ellipsoid, usually containing 1 oil drop at each end, often surrounded by smaller drops, 20-22 x 10-12�.. Habitat on wet sticks and fallen branches in damp hardwood forests. Common. Found in eastern North America. Season May-June or later in cool years. Edibility not known.",poisonous
"Sarcosoma mexicana (Ellis & Holway) Pad. & Tyl. Fruit body 3-10cm high, 4-10cm across; top-shaped becoming disc-shaped or sometimes cup-shaped, with a wavy margin; upper surface black or dark brown. Outside undersurface dark gray to black; velvety, often roughened with dark granules; tapering down into a thick, short base ""stalk,"" which is generally deeply ribbed or wrinkled or has large pockets. Flesh watery-gelatinous; clear gray to black or brownish. Spores ellipsoid to semi-sausage-shaped, smooth, with l to 3 oil droplets, 23-34 x 10-14�. Habitat singly, in groups, or in clusters on rotting wood or needle duff under conifers. Generally rare, but occasionally common in mountain areas. Found in western North America. Season February-September. Edibility not known.",poisonous
"Sarcosphaera crassa (Santi ex Steudl) Pouz. Cup 3-15cm across, starts under the soil as smooth, hollow, and globelike, then splits open to become deeply cup-shaped with star-like rays; inner surface violet or grayish lilac, outer surface white to creamy and minutely felty; fleshy, thick-walled. No stem. Flesh brittle, fragile; white. Asci 300-360 X 12-13�, stained blue at tip by iodine. Spores ellipsoid, with blunt ends, smooth, containing 2 oil drops, 15-18 x 8-9�. Habitat singly or in clusters under coniferous or decidous trees. Sometimes common. Found widely distributed in northwestern North America and also reported in the Northeast, found in Hungary and other areas in Europe. Season June-August. Not edible.The last of the photographs was taken by Dr. Barth� Lor�nd in Hungary.",poisonous
"Schizophyllum commune Fr. Gemeiner Spaltbl�ttling Schizophylle commun Split-gill or Common Porecrust. Cap 1�4cm across, fan-shaped, often lobed or fused with others, sessile or on a short stem-like base, densely covered in greyish-white down with a purplish tinge. Gills radiating from the point of attachment, splitting lengthwise and rolling back covering the space between the gills, and protecting the hymenium from desiccation. Spore print white. Spores cylindric, 6 x 3um. Habitat on dead wood of deciduous trees and also on cut timber. Season all year. Uncommon. Not edible. Distribution, America and Europe.",poisonous
"Scleroderma areolatum Ehr. syn. S. lycoperdoides Schwein. Netzbovist Leopard Earthball. Fruit body 1�3(4)cm across, subglobose, tapering into a thick rooting stalk which passes into a few strong mycelial strands, yellowish-brown covered in smooth very dark scales surrounded by a ring giving a dotted, reticulate pattern when the scales have been worn off, opening by an irregular slit or pore. Gleba deep purplish-brown. Spores dark brown, globose, 9�14m in diameter, covered in spines 1.5m long. Habitat damp places on bare ground or amongst sparse grass or moss. Season autumn. Occasional. Not edible. Distribution, America and Europe.",poisonous
"Scleroderma cepa (Vaill.) Pers. Fruit body 1.5-9cm across, subglobose, flattened, or lobed; no stem or almost none, attached by a thick mass of tough, hairy mycelium. Peridium (outer skin) 1-3mm thick; when fresh, hard, quite tough; white in cross-section, becoming reddish or pinkish brown when cut. Surface whitish when young, becoming straw-colored to yellowish brown or leather brown, turning deep pinky-brown if rubbed; smooth becoming very finely cracked and scaly, especially on the top where exposed to light. Spore mass white and firm when young, soon becoming black or purple-black, then paler or browner and powdery. Odor none. Spores globose, spiny but not reticulate, 7-10 x 7-10�. Habitat singly, scattered, or in groups under deciduous and coniferous trees in woods, in gardens, and along roadsides. Common. Found widely distributed in North America. Season July-October. Poisonous.",poisonous
"Earthstar Puffball Scleroderma geaster Fr. syn. Scleroderma polyrhizon Pers. Fruit body 5-10cm across, subglobose, flattened on top, tapering below into a stem-like base with a large basal mycelial mass binding together the soil into a large mass. Surface of the very thick cuticle a dirty tan-brown to ochre; roughened, granular, splitting into irregular star-like segments, soon peeling back to a varying extent, exposing the blackish cracked inner surface. Spore mass deep purple-brown; powdery. Spores globose, warted, 5-10 x 5-l0�. Habitat at first almost completely below ground, pushing up through sandy soils. Found in Europe and widely distributed in North America. Season August-November. Not edible.",poisonous
"Scleroderma verrucosum (Bull.) Pers. Braunwarziger Kartoffelbovist Scl�roderme verruqueux, Scaly Earthball. Fruit body 2.5�5cm across, subglobose often flattened on top, tapering into a long, thick stem-like base which is usually prominently ribbed, yellowish to brown covered in small brownish scales, the thin leathery wall breaking open irregularly above when mature. Gleba olive-brown. Spores dark brown, globose covered in spines or warts, 10�14um in diameter. Habitat on sandy soil in woods or heaths. Season summer to late autumn. Occasional. Not edible. Found In Europe.",poisonous
"Sclerotinia tuberosa (Fr.) Fuckel. New syn. Dumontinia tuberosa Anemonen-Becherling �l�sdi serleggomba, �l�sdi cs�szegomba. Cup 1�3cm across, initially deeply cup-shaped then expanding, inner surface tan to chestnut-brown, outer smooth and similarly coloured or paler. Stem up to 10cm long, smooth and brown. Asci 170 x 10�. Spores smooth and elliptic, with one small oil drop at either end, 12�17 x 6�9�. Habitat arising from large black sclerotia on old tubers of Anemone or occasionally Ranunculus. Season early spring. Rare but probably often overlooked. Not edible. Distribution, America and Europe.",poisonous
"Scutellinia scutellata (L. ex St. Amans) Lamb. Common Eyelash. Cup 0.2�1cm across, shallowly disc-shaped, inner surface bright orange-red, outer pale brown covered in stiff dark brown or black hairs up to 1,000� long and 40� wide towards the forked, rooting bases, narrowing towards the pointed apices, septate; visible without a lens as distinct �eyelashed� rimming the margin. Asci 300 x 25�. Spores elliptical and with a roughened exterior, containing several small oil droplets, 18�19 x 10�12�. Habitat on damp soil or rotten wood. Season late spring to late autumn. Common. Not edible. Distribution, America and Europe.",poisonous
"Scutellinia umbrarum (Fr.) Lamb. Cup 0.5-lcm across, closed at first, becoming disc-shaped; inner surface bright red, outer surface appearing dark brown because of the covering of dark hairs that project from the margin, giving a fringelike appearance. No stem. Asci up to 350 x 27�. Spores ellipsoid, smooth at first, but becoming roughened with warts in maturity, usually containing 1 large oil drop, 12-14 x 23- 24�. Habitat in large, dense groups on very damp soil or rotten wood. Found in Europe and widely distributed in many parts of North America. Season July-September. Not edible.",poisonous
"Sebacina incrustans (Bull.) Bres. syn. Thelephora sebacea (Pers.) Fr. Krustiger Warzenpilz Enveloping Crust. Fruit body resupinate, incrusting the base of living plants, forming patches 3�10cm across, white, dusted with the white spores. Spores white, oblong to ovoid, 15�20 x 12�15�. Basidia resembling hot-cross buns when viewed from above. Habitat incrusting grass, twigs and other organic debris. Season early spring to late autumn. Uncommon. Not edible. Distribution, America and Europe.",poisonous
"Sparassis herbstii Pk. Fruit body a large mass of flattened, wavy, or lobed branches, the whole fungus resembling a cabbage or cauliflower-like mass, 15-30cm across, 15-20cm high. Individual branches are a pale creamy yellow and are variously lobed, curled, and twisted, uniting at the base into a root-like structure. Flesh tough; white. Odor pleasant. Taste pleasant. Spores ovate, smooth,4-7 x 3-4�. Deposit white. Habitat at base of trees, often pine or oak. Found in eastern North America. Season July-October. Edible-good. Comment This fungus is often called Sparassis crispa Wulf. ex Fr., but the true crispa has much tighter, more densely packed, smaller lobes. The last picture was sent to me by Darryl Christensen, many thanks.",edible
"Sphaerobolus stellatus Tode syn. S. carpobolus (L.) Schroet. syn. Carpobolus stellatus (Mich.) Desm. Kugelwerfer Shooting Star. Fruit body 1.5�2.5mm across, initially globose and whitish becoming more ochraceous and splitting above into 5�9 minute orange-coloured rays, exposing the peridiole as a brownish ball containing the spores. This is projected over a range of up to 5.5 metres (14 feet) to disperse the spores by the sudden reversal of the receptacle which then appears as a translucent white sphere sitting on the star-shaped outer wall. Spores oblong, 7.5�10 x 3.5�5um. Habitat on sticks, sawdust, dung and other organic debris. Season autumn. Occasional but possibly often overlooked. Not edible. Distribution, America and Europe.",poisonous
"Spongipellis pachyodon (Pers.) Kotlaba & Pouz. Fruit body 5-20cm across, crust-like or spreading on surface of logs, often many smaller patches or caps fused together into sheets. If fruit body is projecting, cap-like, then upper surface is finely tomentose, cream colored; lower surface with tooth-like or flattened-spiny projections up to 12mm long, white to cream color. Flesh tough, corky; white. Odor mild. Taste mild. Spores oval, smooth, 5.5-7.5 x 5-6�. Deposit white. Habitat on fallen logs of maple, oak, and beech. Found widely distributed throughout North America. Season July-October. Not edible.",poisonous
